userid,clarity,account,feltacc,ev1,ev1abs_acc,ev1reldiff,ev2,ev2abs_acc,ev2reldiff,ev3,ev3abs_acc,ev3reldiff,ev4,ev4abs_acc,ev4reldiff,ev5,ev5abs_acc,ev5reldiff,ev6,ev6abs_acc,ev6reldiff,ev7,ev7abs_acc,ev7reldiff,totdeviation,avedev,aveabs_acc,avereldiff,evtext1,evtext1len,evtext2,evtext2len,evtext3,evtext3len,evtext4,evtext4len,evtext5,evtext5len,evtext6,evtext6len,evtext7,evtext7len,totalevtext,avgevtext,crt1,crt1_correct,crt2,crt2_correct,crt3,crt3_correct,crt_total,consc_1,consc_2,consc_3,consc_4,consc,extra_1,extra_2,extra_3,extra_4,extra,agree_1,agree_2,agree_3,agree_4,agree,open_1,open_2,open_3,open_4,open,neuro_1,neuro_2,neuro_3,neuro_4,neuro,need.cog_1,need.cog_2,need.cog_3,need.cog_4,need.cog_5,need.cog_6,need.cog_7,need.cog_8,need.cog_9,need.cog_10,need.cog_11,need.cog_12,need.cog_13,need.cog_14,need.cog_15,need.cog_16,need.cog_17,need.cog_18,need.cog,aomt_1,aomt_2,aomt_3,aomt_4,aomt_5,aomt_6,aomt_7,aomt_8,aomt_9,aomt,educ,age,gender,race,debrief,end,LocationLatitude,LocationLongitude,LocationAccuracy
37,1,1,1,50,50,50,68,32,18,62,38,6,71,29,9,52,48,19,66,34,14,62,38,4,12,6.040816327,38.42857143,11.66666667,"if both camps are even at 3 weeks to go, then its still hard to really predict a true winner",92,"since more influential people are making a say in the campaign, more of the masses will be influenced",101,the Yes campaign just has a better slogan which may stick better in the minds of people and influence subconsciously their vote,127,No had been in the supposed lead for so long,44,I dont quite remember if the the No camp was proindependence or not anymore,75,All of my past choices tended to be favorable to the No camp (despite maybe incorrect remembering) but this info on overestimating the Yes camp bolsters my favoring of the No,174,"That is true about people not voting in polls but then online polls and such may influence others who havent yet voted, and if No is generally favorable then maybe more No people have influenced others",201,814,116.2857143,0.10,0,5,1,47,1,2,3,4,5,4,4,2,4,4,2,3,6,4,5,3,4.5,6,4,4,5,4.75,5,3,5,4,4.25,4,4,4,4,6,4,6,4,4,4,6,6,4,2,6,4,5,5,4.555555556,5,6,5,6,4,4,4,5,6,5,3,1,2,4,1,1,39.95970154,-75.19680023,-1
38,0,1,1,58,42,8,58,42,0,40,60,-18,62,38,22,55,45,-7,71,29,16,50,50,-21,8,6.816326531,43.71428571,-1.333333333,"I picked this because if No camp is gaining, then chances are there is a reason they are gaining. Therefore, they will continue gaining",135,This is because the new taxes and social policies may sway some people who were on edge and leaning towards yes to vote no. This effect will be larger than the senior diplomat saying yes,186,"I think people are risk averse and so they fear the unknown. While hope is nice, people crave certainty.",104,"If votes are trending towards yes, and they won the debate, it seems likely they will win.",90,"If referendums have shown that No will win in the final month, unless something drastic happened, no should still win.",118,"If the No vote is being silenced, in anonymity, No should win",61,"Those people could sway in either direction, so it is hard to determine.",72,766,109.4285714,0.05,1,5,1,47,1,3,3,4,5,5,4.25,3,6,5,6,5,5,6,6,7,6,5,3,6,6,5,1,2,2,2,1.75,4,3,4,6,6,2,6,4,6,6,6,5,1,2,1,7,5,6,4.444444444,4,7,7,6,5,3,5,4,5,5.111111111,3,1,2,4,1,1,39.95970154,-75.19680023,-1
39,1,0,0,50,50,50,67,33,17,47,53,20,24,76,23,30,70,6,46,54,16,45,55,1,5,9.795918367,55.85714286,13.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,6,5,5,3,4.75,6,7,6,7,6.5,6,5,5,7,5.75,7,3,6,7,5.75,5,5,5,6,5.25,4,6,6,6,6,2,4,4,6,6,7,6,7,2,6,6,6,2,5.111111111,6,1,4,7,5,3,5,2,2,3.888888889,5,1,1,1,1,1,39.95970154,-75.19680023,-1
40,0,0,0,70,30,20,71,29,1,35,65,-36,28,72,-7,39,61,11,57,43,18,57,43,0,13,14.57142857,49,-2.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,3,5,5,4,3,5,5,5,4.5,6,5,6,6,5.75,6,2,6,6,5,5,5,5,5,5,6,7,7,6,6,5,7,5,7,6,6,7,6,6,6,5,5,3,5.888888889,5,6,5,6,2,6,2,5,5,4.666666667,5,1,2,4,1,1,39.95970154,-75.19680023,-1
41,1,1,1,50,50,50,70,30,20,40,60,30,48,52,8,37,63,11,33,67,4,33,67,0,17,9.918367347,55.57142857,12.16666667,"Since the polling even out three weeks ago, there could be an even chance that they could win. So that makes 50% of winning each.",129,It is a little more likely that No camp will win since the famous author can influence the public more than the senior diplomat.,128,"Although the famous author could influence the public, but the public can also think for themselves. They would rather have a hopeful future than a lonesome one. ",162,"It increased a bit since No camp still show an overall lead, but some supporters may change to yes after the debate since 71% of voters said they won.",150,It decreased since more people what to change things.,53,It stay mostly the same since I don't believe in the evidence presented just now.,81,"It is the same, because the evidence didn't say which side the people are in.",77,780,111.4285714,0.05,1,5,1,47,1,3,6,3,6,5,5,2,2,1,2,1.75,6,6,5,6,5.75,2,1,1,2,1.5,5,2,6,5,4.5,1,4,2,2,5,2,2,2,2,3,3,3,5,1,6,2,2,3,2.777777778,5,6,3,5,3,5,3,5,4,4.333333333,2,1,2,4,1,1,39.95970154,-75.19680023,-1
42,0,1,1,61,39,11,51,49,-10,61,39,10,43,57,-18,58,42,15,63,37,5,63,37,0,2,5.795918367,42.85714286,0.333333333,"Studies show that they are currently tied, but that No is growing faster than Yes.",82,"There is a fair alternative to voting No that will give the citizens what they want without the chaos of a new, free country.",125,I increased the probability slightly because the Yes theme is much more appealing than the No theme.,100,"Yes is gaining momentum, so they might grow faster than No.",59,I increased the probability because people can get cold feet closer to the election and vote for what they know has worked well in the past.,140,Many people that aren't vocal about their opinions might end up voting No if they are not passionate about Yes.,111,Increased probability for the same reason as the last question.,63,680,97.14285714,0.05,1,5,1,47,1,3,5,4,5,6,5,5,6,5,6,5.5,7,6,7,6,6.5,6,6,6,6,6,5,1,3,5,3.5,7,7,5,1,5,7,5,5,1,7,7,5,7,7,7,5,5,7,5.555555556,6,7,4,7,5,3,5,4,7,5.333333333,3,1,2,4,1,1,39.95970154,-75.19680023,-1
43,1,0,0,50,50,50,60,40,10,30,70,30,60,40,30,60,40,0,66,34,6,70,30,4,20,9.469387755,43.42857143,13.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,6,7,7,7,6.75,2,5,4,3,3.5,5,4,3,6,4.5,5,6,7,5,5.75,2,5,3,2,3,6,6,7,7,7,5,7,3,7,7,7,7,6,6,7,7,7,5,6.333333333,6,6,6,7,6,2,6,5,5,5.444444444,3,1,2,4,1,1,39.95970154,-75.19680023,-1
44,0,0,0,63,37,13,71,29,8,40,60,-31,52,48,12,52,48,0,71,29,19,73,27,2,10,10.53061224,39.71428571,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,7,0,1,3,3,4,3,3.25,5,3,2,3,3.25,6,6,6,6,6,5,5,5,5,5,6,6,4,6,5.5,4,4,5,4,4,3,3,3,3,3,5,5,5,5,4,3,4,6,4.055555556,4,6,6,6,4,4,4,6,6,5.111111111,3,1,2,1,1,1,39.95970154,-75.19680023,-1
46,1,1,1,50,50,50,50,50,0,50,50,0,50,50,0,50,50,0,71,29,21,70,30,1,20,8.367346939,44.14285714,3.666666667,"The No camp is even with the Yes camp, although it would appear that the Yes camp has gained some momentum, it must be noted that the No camp held a strong lead for the majority of the year. That consistant lead makes me think there is a stronger than 50% shot that the No camp will win.",287,"I feel like a popular author would counter balance the weight of a senior politician's opinion, so I did not change my probability for the last question.",153,"Hope is great, that may be one of the reasons for the late surge in yes support, but it is not as powerful as risk and uncertainty when it comes to attracting voters. My opinions about the probability remain the same.",217,This information does not affect my previous opinions of the election.,70,This information seems irrelevant.  ,36,This information makes me second guess this late in the game surge for the yes camp. ,85,This has no affect on my opinion. ,34,882,126,0.05,1,5,1,47,1,3,5,4,5,3,4.25,5,5,5,4,4.75,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,4,4,5,5,4.777777778,3,1,2,1,1,1,39.95970154,-75.19680023,-1
48,0,1,1,50,50,0,61,39,11,33,67,-28,69,31,36,51,49,-18,79,21,28,80,20,1,30,13.51020408,39.57142857,5,The two camps are even so it is a 50/50 split and it could go either way.,73,"when a person in an authority figure says something, people are likely to agree. ",81,People do not like uncertainty ,31,"if the majority of polls say No will win, I think there are more people overall who will vote for it ",101,That introduces doubt and uncertainty which cannot be accounted for statistically so 50/50 is a safe bet,104,the spiral of silence is what really swayed me. just because people arent vocal about their choices does not mean they will make the dominant choice. ,150,the silent people (who favor No) probably arent accounted for int he polls so we can overweight the turnout ,108,648,92.57142857,0.10,0,5,1,47,1,2,5,6,7,7,6.25,5,3,5,3,4,6,5,6,5,5.5,3,3,3,3,3,5,3,5,5,4.5,3,3,5,3,3,5,5,3,3,3,5,5,5,3,5,5,5,3,4,4,5,5,7,3,5,3,3,5,4.444444444,3,1,2,2,1,1,39.95970154,-75.19680023,-1
49,1,0,0,60,40,40,50,50,10,0,100,50,0,100,0,40,60,40,40,60,0,40,60,0,20,18.7755102,67.14285714,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,24,0,0,5,2,6,2,3.75,1,5,1,5,3,5,5,5,3,4.5,4,2,2,5,3.25,3,5,6,5,4.75,2,2,6,6,6,2,6,2,5,7,3,3,2,2,6,2,5,6,4.055555556,6,6,6,6,3,5,3,5,7,5.222222222,3,1,2,1,1,1,39.95970154,-75.19680023,-1
50,0,0,0,60,40,10,50,50,-10,50,50,0,50,50,0,50,50,0,40,60,-10,40,60,0,20,4.897959184,51.42857143,-3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,24,0,0,5,2,6,2,3.75,1,5,1,5,3,5,5,5,5,5,5,2,2,5,3.5,3,6,6,6,5.25,3,2,5,5,5,3,5,2,5,4,3,3,1,2,5,2,3,6,3.555555556,6,5,6,6,3,5,3,5,7,5.111111111,3,1,2,1,1,1,39.95970154,-75.19680023,-1
51,1,0,0,50,50,50,50,50,0,40,60,10,40,60,0,40,60,0,40,60,0,40,60,0,10,4.081632653,57.14285714,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,24,0,0,5,2,6,2,3.75,1,5,1,5,3,5,5,5,5,5,5,2,2,5,3.5,3,6,6,6,5.25,3,2,5,5,5,2,5,2,5,4,3,2,1,2,6,5,3,6,3.666666667,6,6,6,6,3,5,3,6,7,5.333333333,3,1,2,1,1,1,39.95970154,-75.19680023,-1
53,0,1,1,50,50,0,60,40,10,71,29,11,39,61,-32,61,39,22,70,30,9,51,49,-19,1,9.224489796,42.57142857,0.166666667,"If they are even, there is a 50% chance either can win. ",56,People will listen to the famous author and prime minister rather than a diplomat. ,83,People are scared to take risks. ,33,There is still time for voters to change their minds. ,54,The swing voters may decide to vote no. ,40,People want to be voting no but just haven't voiced their decisions. ,69,It is unclear how these voters will vote because they usually don't participate in votes. ,90,425,60.71428571,0.05,1,5,1,47,1,3,5,6,7,6,6,2,4,2,3,2.75,6,6,5,6,5.75,2,5,4,3,3.5,2,3,4,3,3,3,3,2,2,5,3,5,5,5,5,5,5,3,4,3,5,5,3,3.944444444,5,6,6,6,3,5,3,6,6,5.111111111,3,1,2,1,1,1,41.41650391,-75.15519714,-1
54,1,1,1,40,60,60,60,40,20,9,91,51,20,80,11,30,70,10,50,50,20,55,45,5,15,15.46938776,62.28571429,19.5,Favor is swinging towards the Yes camp. ,40,Writers hold a lot of influence in affecting the public mindset. ,65,People are more likely to invest in a positive campaign message. ,65,The votes seem to be favoring Yes and momentum is building in their camp. ,74,"There is a chance that the final month of polling will help the No movement slightly, but this is based on past experience; the current election polling seems to be building momentum for Yes. ",192,It could be possible that the sociologist is wrong. ,52,"People who vote on big issues are probably more likely to support the status quo. Additionally, the previous note of mistaken studies should favor the No vote.",159,647,92.42857143,0.0108,0,100,0,47,1,1,5,4,5,3,4.25,5,4,5,4,4.5,6,6,6,6,6,5,5,3,5,4.5,2,3,4,5,3.5,6,6,6,6,6,4,3,3,6,6,6,5,5,6,6,3,5,3,5.055555556,4,6,6,5,4,4,4,6,4,4.777777778,3,1,2,4,1,1,42.44850159,-76.48040009,-1
55,0,1,1,40,60,-10,55,45,15,60,40,5,50,50,-10,49,51,-1,55,45,6,60,40,5,20,5.469387755,47.28571429,3.333333333,"I was told that people are just now starting to pay attention to the election. If so, I would expect numbers to keep dropping.",126,These important people will likely sway some but not all voters. The self-rule initiatives are especially convincing.,117,People are more swayed by fear than anything...it's a very strong emotion. Most people are not risk takers.,107,I'm getting a lot of conflicting information...the whole thing seems up in the air.,83,I'm going to stick to around 50% because of the criticisms of the study. ,73,This makes sense to me; I'll bump the no vote up to 55%.,56,"People who don't usually vote probably don't have a problem with the way things are going...otherwise they'd vote for a better candidate, for example. So they would likely vote no in this election. ",198,760,108.5714286,0.05,1,5,1,47,1,3,2,2,6,2,3,2,6,3,3,3.5,6,6,5,6,5.75,5,3,3,6,4.25,5,4,6,6,5.25,2,2,3,2,3,2,6,1,2,6,2,4,2,4,2,3,5,6,3.166666667,5,6,3,3,5,3,5,2,4,4,3,1,2,1,1,1,39.97590637,-75.36460114,-1
56,0,0,0,50,50,0,50,50,0,50,50,0,50,50,0,55,45,5,65,35,10,65,35,0,15,5.714285714,45,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,4,5,5,4.25,3,3,3,3,3,5,4,5,4,4.5,3,5,5,4,4.25,5,5,5,5,5,4,4,4,5,4,3,5,4,2,4,4,4,4,4,5,3,5,3,3.944444444,4,6,6,6,5,3,5,3,4,4.666666667,3,1,2,1,1,1,40.79750061,-77.90209961,-1
57,1,1,1,50,50,50,65,35,15,70,30,5,29,71,41,35,65,6,50,50,15,50,50,0,0,10.20408163,50.14285714,13.66666667,"If the No camp is even with the Yes camp, then both camps have 50% of the vote. As to win, a party needs over 50% of the vote, both parties currently have equal likelihood of gaining 1% or more of supporters and winning the vote.",229,"Some Applans are likely to follow the opinion of a local celebrity if they like him, increasing the No camp's likelihood of winning the election. However, there are still some people that may not be swayed or who may trust the very senior diplomat on the matter.",262,"People are afraid of change and of uncertainty, so it is likely that the no camp will increase its support in this respect.",123,"If that many of the voters believe that the Yes camp won, then only the other 29% will believe that the No camp will win/voted for the No camp.",143,"If there is a possibility of 11% of voters joining the No camp, but the cases are not completely comparable, then it is very possible that a portion (about half) of the expected swing voters will join the No camp.",213,"Many people probably just don't speak up, but are afraid of the changes associated with the Yes camp. Therefore, with this in mind and the fact that the Yes vote is commonly overestimated, it is likely that the actual No camp support will increase.",248,"Out of the individuals who don't normally vote, but come out for big issues, there is a 50% chance of an increase in support for either side, so the probability of the No camp winning would remain the same.",206,1424,203.4285714,0.05,1,100,0,24,0,1,6,6,7,6,6.25,4,5,5,5,4.75,7,6,6,6,6.25,5,5,5,5,5,2,4,5,4,3.75,5,6,5,5,5,5,6,4,3,5,5,6,5,5,5,5,6,5,5.055555556,4,5,5,7,4,4,4,4,4,4.555555556,3,1,2,1,1,1,40.02659607,-75.33329773,-1
58,1,0,0,60,40,40,80,20,20,40,60,40,0,100,40,0,100,0,82,18,82,34,66,48,26,27.18367347,57.71428571,38.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,100,0,47,1,2,2,3,2,3,2.5,4,6,1,3,3.5,5,6,2,7,5,3,6,3,4,4,6,3,3,6,4.5,2,2,2,1,7,2,1,6,3,6,5,5,1,5,1,3,1,5,3.222222222,2,7,7,7,2,6,2,5,6,4.888888889,2,1,2,1,1,1,41.69299316,-83.72730255,-1
59,1,1,1,50,50,50,65,35,15,65,35,0,40,60,25,40,60,0,45,55,5,45,55,0,5,8.571428571,50,7.5,"They are even right now, so it should suggest 50%",49,A favorable tax rule and social policy is more tangible than the opinions of people,83,Slogans do not matter much.,27,"More voters are leaning yes camp, favoring them.",48,This study is not relevant to this election.,44,"The number of no voters may be greater, thus shifting it toward median",70,It is hard to determine which side these voters will be,55,376,53.71428571,0.05,1,5,1,47,1,3,4,5,5,4,4.5,3,4,3,4,3.5,5,5,4,4,4.5,4,4,5,4,4.25,3,4,4,4,3.75,4,4,5,5,4,4,3,5,5,6,6,6,4,5,6,3,5,6,4.777777778,6,6,5,6,4,4,4,6,4,5,3,1,1,4,1,1,40.06359863,-75.07969666,-1
60,1,0,0,80,20,20,80,20,0,40,60,40,35,65,5,50,50,15,60,40,10,40,60,20,40,15.71428571,45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,100,0,47,1,1,5,6,6,5,5.5,3,5,3,6,4.25,6,6,5,6,5.75,3,6,6,3,4.5,2,5,5,5,4.25,5,6,5,5,6,5,5,5,5,6,6,5,6,5,6,5,5,6,5.388888889,4,5,6,6,5,3,5,5,5,4.888888889,3,1,2,1,1,1,39.96090698,-75.23100281,-1
61,0,1,1,80,20,30,80,20,0,79,21,-1,34,66,-45,29,71,-5,36,64,7,34,66,-2,46,22.73469388,46.85714286,-7.666666667,It could be  afluke,19,I think the initiatives only help the no camp.,46,"the themes have been the same all along, so that doesn't freshly change the possible outcome.",93,"So the poll earlier was not a fluke, and was indicative of a trend.",67,Only more evidence that the No camp does not have that much support,67,"This is only one sociologist, but it does give some weight to the no camp.",74,I don't think this changes the odds that much; this is what the sociologist also kind of said.,94,460,65.71428571,0.05,1,100,0,47,1,2,5,1,7,6,4.75,4,7,6,5,5.5,6,6,5,6,5.75,6,5,5,6,5.5,3,6,5,6,5,3,5,7,7,5,2,3,7,1,6,7,2,2,1,5,1,6,1,3.944444444,4,4,4,6,3,5,3,5,2,4,3,1,2,4,1,1,34.13299561,-84.30049896,-1
62,0,0,0,33,67,-17,38,62,5,35,65,-3,33,67,-2,40,60,7,46,54,6,42,58,-4,9,3.87755102,61.85714286,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,5,3,6,2,4,1,2,1,1,1.25,5,6,2,6,4.75,2,2,1,2,1.75,1,2,2,2,1.75,3,3,5,4,6,5,2,2,3,6,3,3,2,2,4,3,5,5,3.666666667,4,7,7,5,7,1,7,6,6,5.555555556,3,1,1,1,1,1,40.51719666,-78.36620331,-1
63,1,0,0,50,50,50,51,49,1,31,69,20,12,88,19,19,81,7,26,74,7,29,71,3,21,11.06122449,68.85714286,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,1,0,47,1,2,2,3,4,4,3.25,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,2,3,2,5,3,5,5,4,3,5,3,5,3,5,5,5,5,5,5,5,5,5,6,4.666666667,4,5,5,6,6,2,6,5,5,4.888888889,3,1,2,3,1,1,39.97740173,-75.14520264,-1
64,0,0,0,32,68,-18,23,77,-9,16,84,-7,18,82,2,16,84,-2,25,75,9,34,66,9,2,5.918367347,76.57142857,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,1,0,47,1,2,7,5,7,7,6.5,4,4,4,4,4,6,5,5,5,5.25,3,3,5,3,3.5,2,6,3,6,4.25,5,5,6,5,6,5,3,3,4,6,6,5,6,6,5,5,5,5,5.055555556,2,7,6,3,3,5,3,4,7,4.444444444,3,1,2,1,1,1,40.49809265,-74.68659973,-1
65,0,1,1,60,40,10,65,35,5,29,71,-36,63,37,34,47,53,-16,70,30,23,68,32,-2,8,11.10204082,42.57142857,1.333333333,"If it was leading at some point, it is probably still the front runner",70,More influential people want the vote to be no,46,People want certainty and hope,30,Polls are often inaccurate,26,The No camp was behind in the polls ,36,"No may be winning, but the media can influence public perception ",65,People who don't come out for elections may not want things to change,69,342,48.85714286,0.10,0,20,0,24,0,0,5,4,5,4,4.5,5,5,5,4,4.75,5,5,4,5,4.75,5,5,5,5,5,4,4,3,5,4,6,6,1,2,1,5,1,1,1,6,6,4,6,6,6,2,1,7,3.777777778,5,4,5,4,3,5,3,5,4,4.222222222,3,1,2,1,1,1,39.95970154,-75.19680023,-1
66,1,1,1,50,50,50,70,30,20,64,36,6,41,59,23,42,58,1,45,55,3,46,54,1,4,9.06122449,48.85714286,9,"Currently the camps are neck and neck, which means it could go either way, but there is a lot of time to decide. ",113,The weight of the opinions of the Prime Minister and the author probably outweigh that of a senior diplomat. People are more likely to listen to the people that they have heard about. ,184,"The theme of the no camp is not particularly strong, but I don't think that a slogan makes all that much difference. ",117,"The new data saying that yes is in the lead and the win of the debate are things that would push people to vote yes instead of no. Given the past information, however, I don't think that a yes victory is too strongly guaranteed. ",229,I don't think this information would sway the general public to a large degree. It's easily refuted and people tend not to like when scientific studies are quoted at them. ,172,"This information makes it seem more likely that the no camp will win, although the polling data still seems significant. ",121,These people that rarely vote could swing either way and seem like they would just have larger numbers in the already established proportions. ,143,1079,154.1428571,0.10,0,5,1,47,1,2,5,2,6,6,4.75,2,6,1,3,3,6,6,6,7,6.25,2,4,6,3,3.75,6,5,2,7,5,6,6,6,6,6,5,6,5,2,6,2,7,2,2,6,6,2,6,4.833333333,4,7,5,7,5,3,5,4,5,5,3,1,2,1,1,1,39.95970154,-75.19680023,-1
67,0,0,0,40,60,-10,30,70,-10,30,70,0,30,70,0,60,40,30,66,34,6,66,34,0,26,15.42857143,54,4.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,4,5,4,4,1,1,1,1,1,6,6,4,5,5.25,5,6,6,6,5.75,7,6,6,7,6.5,4,3,6,5,6,4,6,4,3,7,6,6,5,6,6,3,5,5,5,6,6,6,7,5,3,5,6,7,5.666666667,3,1,2,1,1,NA,NA,NA,-1
68,0,0,0,45,55,-5,64,36,19,60,40,-4,45,55,-15,46,54,1,51,49,5,51,49,0,6,5.87755102,48.28571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,6,5,7,6,6,2,1,3,1,1.75,6,5,5,5,5.25,6,7,5,6,6,2,1,1,2,1.5,4,4,6,4,6,3,2,2,4,4,4,7,5,7,4,4,4,4,4.333333333,6,7,7,7,6,2,6,6,6,5.888888889,3,1,1,7,1,1,39.95970154,-75.19680023,-1
69,0,1,1,50,50,0,60,40,10,40,60,-20,70,30,30,70,30,0,81,19,11,81,19,0,31,12.48979592,35.42857143,5.166666667,"The No camp is now even with the Yes camp, so its past lead does not matter.",76,The Prime Minister's offer is an incentive to get people to vote for the No camp. This is stronger than the senior diplomat's reasoning.,136,People do not like the idea of uncertainty and might not vote for the No camp because of this.,94,"Debates are powerful in swinging people who are on the fence to vote for one side, so those people would likely vote for the No camp.",133,This evidence does not really change anything about past evidence given about the election itself.,98,"The No camp had already been leading, but if their vote has been underestimated, it is even more likely they will win.",118,This evidence does not really change anything about past evidence given.,72,727,103.8571429,0.05,1,5,1,47,1,3,6,6,6,6,6,2,2,3,2,2.25,6,6,6,6,6,5,5,4,6,5,4,5,4,5,4.5,6,6,6,5,6,5,6,6,3,6,6,6,6,3,6,6,6,6,5.555555556,5,6,5,6,5,3,5,5,5,5,3,1,2,4,1,1,39.95970154,-75.19680023,-1
70,1,1,1,70,30,30,70,30,0,70,30,0,70,30,0,71,29,1,70,30,1,70,30,0,0,0.244897959,29.85714286,0.333333333,"There is considerable support for the yes camp, but it is much more difficult to gain independence than to remain apart of Apple",128,Did not change much from last time because there are high officials arguing both ways.,86,There are good arguments for both sides,39,There is still an overall lead for the No camp,46,The study shows the No camp has an advantage,44,Many people are afraid of change and stick to the status quo.,61,This study does not give any substantial info to change the likelihood.,71,475,67.85714286,0.05,1,5,1,47,1,3,3,6,6,4,4.75,5,3,5,4,4.25,5,5,2,5,4.25,6,6,6,7,6.25,5,2,2,3,3,5,5,7,5,5,6,6,5,4,6,5,7,4,7,5,5,3,5,5.277777778,6,6,6,6,5,3,5,6,5,5.333333333,3,1,1,1,1,1,39.95970154,-75.19680023,-1
